,title,lyrics
134, De Volta Ao Samba ,"`Pensou que eu não vinha mais, pensou
Cansou de esperar por mim
Acenda o refletor
Apure o tamborim
Aqui é o meu lugar
Eu vim

Fechou o tempo, o salão fechou
Mas eu entro mesmo assim
Acenda o refletor
Apure o tamborim
Aqui é o meu lugar
Eu vim

Eu sei que fui um impostor
Hipócrita querendo renegar seu amor
Porém me deixe ao menos ser
Pela última vez o seu compositor

Quem vibrou nas minhas mãos
Não vai me largar assim
Acenda o refletor
Apure o tamborim
Preciso lhe falar
Eu vim
Com a flor
Dos acordes que você
Brotando cantou pra mim
Acenda o refletor
Apure o tamborim
Aqui é o meu lugar
Eu vim

Eu era sem tirar nem pôr
Um pobre de espírito ao desdenhar seu valor
Porém meu samba, o trunfo é seu
Pois quando de uma vez por todas
Eu me for
E o silêncio me abraçar
Você sambará sem mim
Acenda o refletor
Apure o tamborim
Aqui é o meu lugar
Eu vim`"
135, Deixa A Menina ,"`Não é por estar na sua presença, meu prezado rapaz
 Mas você vai mal, mas vai mal demais
 São dez horas, o samba tá quente
 Deixa a morena contente
 Deixe a menina sambar em paz

Eu não queria jogar confete, mas tenho que dizer
 ""Cê"" tá de lascar, ""cê"" tá de doer
 E se vai continuar enrustido com essa cara de marido
 A moça é capaz de se aborrecer

Por trás de um homem triste há sempre uma mulher feliz
 E atrás dessa mulher, mil homens, sempre tão gentis
 Por isso, para o seu bem, ou tira ela da cabeça
 Ou mereça a moça que você tem

Não sei se é pra ficar exultante, meu querido rapaz
 Mas aqui ninguém o aguenta mais
 São três horas, o samba tá quente
 Deixa a morena contente
 Deixe a menina sambar em paz

Por trás de um homem triste há sempre uma mulher feliz
 E atrás dessa mulher, mil homens, sempre tão gentis
 Por isso, para o seu bem, ou tira ela da cabeça
 Ou mereça a moça que você tem

Não é por estar na sua presença, meu prezado rapaz
 Mas você vai mal, mas vai mal demais
 São seis horas, o samba tá quente
 Deixa a morena com a gente
 Deixa a menina sambar em paz.

`"
137, Desafio Do Malandro ,"`- Você tá pensando que é da alta sociedade
Ou vai montar exposição de souvenir de gringo
Ou foi fazer a fé no bingo em chá de caridade
Eu não sei não , eu não sei não
Só sei que você vem com five o'clock, very well, my friend
A curriola leva um choque, nego não entende
E deita e rola e sai comentando
Que grande malandro é você
- Você tá fazendo piada ou vai querer que eu chore
A sua estampa eu já conheço do museu do império
Ou mausoléu de cemitério, ou feira de folclore
Eu não sei não, eu não sei não
Só sei que você vem com reco-reco, berimbau, farofa
A curriola tem um treco, nego faz galhofa
E deita e rola e sai comentando
Que grande malandro é você
- Você que era um sujeito tipo jovial
Agora até mudou de nome
- Você infelizmente continua igual
Fala bonito e passa fome
- Vai ver que ainda vai virar trabalhador
Que horror
- Trabalho a minha nega e morro de calor
- Falta malandro se casar e ser avô
- Você não sabe nem o que é o amor
Malandro infeliz
- Amor igual ao seu, malandro tem quarenta e não diz
- Respeite uma mulher que é boa e me sustenta
- Ela já foi aposentada
- Ela me alisa e me alimenta
- A bolsa dela tá furada
- E a sua mãe tá na rua
- Se você nunca teve mãe, eu não posso falar da sua
- Eu não vou sujar a navalha nem sair no tapa
- É mais sutil sumir da Lapa
- Eu não jogo a toalha
- Onde é que acaba essa batalha?
- Em fundo de caçapa
- Eu não sei não, eu não sei não
- Só sei que você perde a compostura quando eu pego o taco
A curriola não segura, nego coça o saco
E deita e rola e sai comentando
que grande malandro é você`"
138, Desaforos ,"`Alguém me disse
Que tu não me queres
E que até proferes desaforos pro meu lado
Fico admirado por incomodar-te assim
Jamais pensei
Que pensasses em mim

Nunca bebemos
Do mesmo regato
Sou apenas um mulato que toca boleros
Custo a crer que meros Iero-Ieros de um cantor
Possam te dar
Tal dissabor

Vejo-te a flanar pela avenida
Como dama
Florescida num viveiro
E em salões que nunca vi
Serei o primeiro a duvidar
Que em horas vagas
Os teus lábios delicados
Roguem pragas por aí

Ouço dizer, mas
Deve ser mentira
Nem a tua ira eu acredito que mereça
Ou que vires a cabeça pra enxergar no breu
Um vagabundo como eu`"
139, Desalento ,"`Sim, vai e diz
Diz assim
Que eu chorei
Que eu morri
De arrependimento
Que o meu desalento
Já não tem mais fim
Vai e diz
Diz assim
Como sou 
Infeliz
No meu descaminho
Diz que estou sozinho
E sem saber de mim

Diz que eu estive por pouco
Diz a ela que estou louco
Pra perdoar
Que seja lá como for
Por amor
Por favor
É pra ela voltar

Sim, vai e diz
Diz assim
Que eu rodei
Que eu bebi
Que eu caí
Que eu não sei
Que eu só sei
Que cansei, enfim
Dos meus desencontros
Corre e diz a ela
Que eu entrego os pontos`"
140, Desde Que o Samba É Samba ,"`A tristeza é senhora, Desde que o samba é samba é assim
A lágrima clara sobre a pele escura, a noite e a chuva que cai lá fora

Solidão apavora, tudo demorando em ser tão ruim
Mas alguma coisa acontece, no quando agora em mim
Cantando eu mando a tristeza embora

(Repete tudo acima)

O samba ainda vai nascer, O samba ainda não chegou
O samba não vai morrer, veja o dia ainda não raiou
O samba é o pai do prazer, o samba é o filho da dor
O grande poder transformador`"
141, Desembolada ,"`Lindalva: 
 Eu sou uma grande menina
Sou uma mulher e tanto
Eu não vou cair em pranto
Por coisa tão pequenina
 
 
Beto: 
 Disfarça no dedilhado
Que esse verso tão maroto
 
 
Lindalva: 
 Olha só a cara do roto
Falando do esfarrapado
 
 
Beto: 
 Pra quem quer tirar um côco
Você começou errado
Éé o estrangeiro engasgado
Com a pamonha do cabloco
Éé o destro atrapalhado
Com a viola do canhoto
Olha só a cara do roto
Falando do esfarrapado
 
 
Os dois:  Olha só a cara do roto
Falando do esfarrapado
 
 
Lindalva:  Pode ser que noutro porto
Você seja cortejado
Mas aqui no meu reinado
Você é um peixe morto
Vai arrebanhar seu gado
Se organize meu garoto
Olha só a cara do roto
Falando do esfarrapado
 
 
Os dois:  Olha só a cara do roto
Falando do esfarrapado
 
 
Beto:  Você tá falando torto
Porque anda despeitado
Tá com uma inveja danada
De me ver nesse conforto
Passe bem, muito obrigado
Que eu já tenho outro broto
Olha só a cara do roto
Falando do esfarrapado
 
 
Os dois:  Olha só a cara do roto
Falando do esfarrapado
 
 
Lindalva:  Você está ficando moco
Presunçoso e perturbado
Eu lhe conto o meu ditado
Se quiser fique com o troco
Pras ladeiras do meu lado
Eu escolho o meu piloto
Olha só a cara do roto
Falando do esfarrapado
 
 
Os dois:  Olha só a cara do roto
Falando do esfarrapado
 
 
Beto:  Você fala mas seu rosto
Tá ditando outro ditado
Vê se chega pro outro lado
Se não quer ter um desgosto
Se ocê não tomar cuidado
Vai ter um filho de Bôto
 
 
Lindalva:  Olha só a cara do roto
Falando do esfarrapado
 
 
Os dois:  Olha só a cara do roto
Falando do esfarrapado
 
 
Beto:  Já amei que nem um louco
Também sofri um bocado
 
 
Lindalva:  Quem esteve apaixonado
Já provou de tudo um pouco
 
 
Os dois:  Olha só a cara do roto
Falando do esfarrapado
 
 
Beto:  Já mandei o meu recado
Quem quiser que mande outro
 
 
Os dois:  Olha só a cara do roto
Falando do esfarrapado`"
142, Desencanto ,"`Leve então
O resto desta ilusão
E todos os cuidados meus
Brinquedos dos caprichos

É pena porque foi tão lindo amar
Sentir você sonhar tão junto a mim,
Ouvir tanta promessa,
Fazer tanta esperança,
Pra hoje ver lembrança, tudo enfim

Nâo passou
De um triste desencanto, amor,
E desde então eu canto a dor
Que eu não soube chorar`"
143, Desencontro ,"`A sua lembrança me dói tanto
Eu canto pra ver
Se espanto esse mal
Mas só sei dizer
Um verso banal
Fala em você
Canta você
É sempre igual

Sobrou desse nosso desencontro
Um conto de amor
Sem ponto final
Retrato sem cor
Jogado aos meus pés
E saudades fúteis
Saudades frágeis
Meros papéis

Não sei se você ainda é a mesma
Ou se cortou os cabelos
Rasgou o que é meu
Se ainda tem saudades
E sofre como eu
Ou tudo já passou
Já tem um novo amor
Já me esqueceu`"
144, Deus Lhe Pague ,"`Por esse pão pra comer, por esse chão pra dormir
A certidão pra nascer e a concessão pra sorrir
Por me deixar respirar, por me deixar existir
Deus lhe pague

Pelo prazer de chorar e pelo ""estamos aí""
Pela piada no bar e o futebol pra aplaudir
Um crime pra comentar e um samba pra distrair
Deus lhe pague

Por essa praia, essa saia, pelas mulheres daqui
O amor malfeito depressa, fazer a barba e partir
Pelo domingo que é lindo, novela, missa e gibi
Deus lhe pague

Pela cachaça de graça que a gente tem que engolir
Pela fumaça, desgraça, que a gente tem que tossir
Pelos andaimes, pingentes, que a gente tem que cair
Deus lhe pague

Por mais um dia, agonia, pra suportar e assistir
Pelo rangido dos dentes, pela cidade a zunir
E pelo grito demente que nos ajuda a fugir
Deus lhe pague

Pela mulher carpideira pra nos louvar e cuspir
E pelas moscas-bicheiras a nos beijar e cobrir
E pela paz derradeira que enfim vai nos redimir
Deus lhe pague`"
145, Dinheiro Em Penca ,"`O mati é passo preto
Ele é muito tapereiro
Ele canta por amor
Eu só canto por dinheiro
No seu canto tem valor
No meu canto tem vintém
Ele geme a sua dor
Eu não choro por ninguém
Ninguém sabe ir pelo Catumbi
Ninguém sabe, ninguém sabe
Eu casei com ela
Fiz um filho nela
Bati muito nela
Fui feliz com ela
Se o santo cai do andor
E o barro cobre o ladrilho
Quem roubou o meu amor
E me escondeu do meu filho
Renda de filó
Carretel de linha
Jorro de cascata
Canja de galinha
Sino de Belém
Mofo de farinha
Vou cantar agora
Uma prenda minha
O mati ao meio-dia
Tá piando no soleiro
Ele canta no estio
Eu debaixo do chuveiro
Ele mora no sertão
Eu no Rio de Janeiro
Ninguém sabe ir por Andaraí
Ninguém sabe, ninguém sabe
Se o peito guarda rancor
O raio pisca o seu brilho
Do porto sai o vapor
Da vaca sai o novilho
Tem gente que faz favor
Pamonha é feita de milho
Quem roubou o meu amor
E me escondeu do meu filho
Fé de bisavó
Praga de madrinha
Laço de gravata
Bando de rolinha
Sorte de repente
Jura de modinha
Vou cantar agora
Uma prenda minha
Eu fui lá, na grota funda
Avistar meu feiticeiro
Fiquei bom do reumatismo
E ganhei muito dinheiro
Melhorei do meu cansaço
E ganhei muito dinheiro
Ninguém sabe ir pelo Buriti
Ninguém sabe, ninguém sabe
Se o cheiro muda de cor
O nego puxa o gatilho
A lucidez sai da dor
O trem de ferro do trilho
Se o vento liga o motor
E a morte presta um auxílio
Quem roubou o meu amor
E me escondeu do meu filho
Rede de cipó
Lata de sardinha
Porta de alçapão
Ceva de tainha
Bolha de sabão
Sopa de letrinha
Bucha de balão
Papo de cozinha
Meu padrinho quando moço
Era muito fazendeiro
Tirou ouro do sertão
Foi gastar no estrangeiro
O dinheiro da boiada
Transferiu pro estrangeiro
Ninguém sabe ir pelo Piauí
Ninguém sabe, ninguém sabe
O avião salta do chão
O padre sai do retiro
O acaso faz o ladrão
Da espingarda parte o tiro
Do verso nasce a canção
Do sertão meu estribilho
Quem roubou o meu amor
E me escondeu do meu filho
Medo de ladrão
Noite de arrepio
Boca de fogão
Casco de navio
Pipa de papel
Bem-te-vi no cio
Corda de relógio
Bomba de pavio
Tive léguas e mais léguas
Muito gado, cafezais
Sesmarias, mata virgem
Onde a vista já não vai
Extensão de terra roxa
Ia até o Paraguai
Tive até um burro preto
Que vovô deu pro papai
Eu também já tive um tio
Que virou velho gaiteiro
Que gostava de mulher
Como eu gosto de dinheiro
Era louco por mulher
Eu me amarro no dinheiro
Fui mascate no sertão
Caminhei o norte inteiro
Vendi grampo a prestação
Guarda-chuva em fevereiro
Até hoje estou esperando
A remessa do dinheiro
O mati é passo preto
De janeiro até janeiro
Ele casa no verão
Eu namoro o ano inteiro
O mati já tem bisneto
Eu ainda tô solteiro
Ele voa em liberdade
Inda tô no cativeiro
E voou pra imensidão
Eu ainda prisioneiro
Canta curió
Canta coleirinho
Sabiá da mata
Garnizé de ninho
Terra de niguém
Viração marinha
Vou cantar agora uma prenda minha
Uma vez em Nova York
Liguei pro meu feiticeiro
Que atendeu o telefone
Lá no Rio de Janeiro
Eu então falei pra ele
Procurar meu macumbeiro
Pra avisar pro pai-de-santo
Pra arranjar algum dinheiro
Pra pedir pro delegado
Pra soltar meu curandeiro
Ao doutor seu delegado
Pra soltar meu curandeiro
Mas o tal telefonema
Lá se foi o meu dinheiro
Sunga de lagarto
Dente de galinha
Sovaco de cobra
Pena de tainha
Asa de tatu
Jura de Maria
Grito de minhoca
Rabo de Cotia`"
148, Divina Dama ,"`Tudo acabado e o baile encerrado
Atordoado fiquei
Eu dancei com você, divina dama
Com o coração queimando em chama.

[Repete]

Fiquei louco, pasmado por completo
Quando me ví tão perto de quem tenho amizade
Na febre da dança sentí tamanha emoção
Devorar-me o coração.

Divina dama...

Tudo acabado e o baile encerrado
Atordoado fiquei
Eu dancei com você, divina dama
Com o coração queimando em chama.

Quando eu vi que a festa estava encerrada,
que não restava mais nada de felicidade.
Joguei-me nas cordas da lira de um trovador
Condenando o teu amor

Tudo acabado...`"
149, Dona Carola ,"`Levantei-me da cama sem poder,
Até hoje ninguém vem me ver,
Fui amigo enquanto eu tive dinheiro,
Hoje eu não tenho companheiro.

Hoje eles fogem de mim mas não faz mal,
Amigo é só pra levar meu capital,
Se não fosse a dona Augusta e a dona Carola,
Eu saia do hospital de camisola.

Levantei-me da cama sem poder,
Até hoje ninguém vem me ver,
Fui amigo enquanto eu tive dinheiro,
Hoje eu não tenho companheiro.

Hoje eles fogem de mim mas não faz mal,
Amigo é só pra levar meu capital,
Se não fosse a dona Augusta e a dona Carola,
Eu saia do hospital de camisola....`"
150, Doze Anos ,"`Ai, que saudades que eu tenho
Dos meus doze anos
Que saudade ingrata
Dar banda por aí
Fazendo grandes planos
E chutando lata
Trocando figurinha
Matando passarinho
Colecionando minhoca
Jogando muito botão
Rodopiando pião
Fazendo troca-troca
Ai, que saudades que eu tenho
Duma travessura
Um futebol de rua
Sair pulando muro
Olhando fechadura
E vendo mulher nua
Comendo fruta no pé
Chupando picolé
Pé-de-moleque, paçoca
E disputando troféu
Guerra de pipa no céu
Concurso de pipoca`"
151, Dr. Getúlio ,"`Foi o chefe mais amado da nação
Desde o sucesso da revolução
Liderando os liberais
Foi o pai dos mais humildes brasileiros
Lutando contra grupos financeiros
E altos interesses internacionais
Deu início a um tempo de transformações
Guiado pelo anseio de justiça
E de liberdade social
E depois de compelido a se afastar
Voltou pelos braços do povo
Em campanha triunfal

Abram alas que Gegê vai passar
Olha a evolução da história
Abram alas pra Gegê desfilar
Na memória popular

Foi o chefe mais amado da nação
A nós ele entregoui seu coração
Que não largaremos mais
Não, pois nossos corações hão de ser nossos
A terra, o nosso sangue, os nossos poços
O petróleo é nosso, os nossos carnavais
Sim, puniu os traidores com o perdão
E encheu de brios todo o nosso povo
Povo que a ninguém será servil
E partindo nos deixou uma lição
A Pátria, afinal, ficar livre
Ou morrer pelo Brasil

Abram alas que Gegê vai passar
Olha a evolução da história
Abram alas pra Gegê desfilar
Na memória popular`"
152, Duas Vezes Escrava ,"`A sorte, se presenteia
A todos doença e fome,
Para as mulheres capricha
Num privilégio sem nome.
Colhe miséria maior
E diz à coitada: tome.

É forma de escravidão
A infinita pobreza,
Mas duas vezes escrava
É a mulher com certeza,
Pois escrava de um escravo
Pode haver maior dureza?

Por isso aquela mocinha
Fez tudo para iludir
Aos outros e ao seu destino.
Mas rola não é tapir
E chega lá um momento
Da natureza explodir.
João vira joana: acontecem
Dessas coisas sem preceito.
No seu colo está joãozinho
Mamando leite de peito.

Pelo menos esse aqui
De ser homem tem direito`"
